style_id,upc_num,gender,collection,size,description,wholesale_price,retail_price,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty
FS5735,796483507319,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,80.0,160,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,10000.0
FS5736,796483503953,Mens,Chapman,44,FOSSIL / MENS / CHAPMAN MULTIFUNCTION 44MM,64.5,129,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,10000.0
FS5737,796483503960,Mens,Copeland,42,FOSSIL / MENS / COPELAND 42MM 42MM,60.0,120,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,10000.0
FS5738,796483506800,Mens,Bronson,50,FOSSIL / MENS / BRONSON 50MM,84.5,169,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,10000.0
FS5742,796483530577,Mens,FB - 01,42,FOSSIL / MENS / FB-01 42MM,65.0,130,Blue,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,100m - 330ft - 10atm,10000.0
FS5743,796483521643,Mens,FB - 01,42,FOSSIL / MENS / FB - 01 42MM,65.0,130,Green,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Green,Quartz,100m - 330ft - 10atm,10000.0
FS5745,796483521469,Mens,Arc - 01,40,FOSSIL / MENS / ARC - 01 40MM,69.5,139,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,50m - 160ft - 5atm,10000.0
FS5748,796483521513,Mens,Holt,48,FOSSIL / MENS / HOLT 48MM,69.5,139,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Alloy,Buckle,Black,Quartz,30m - 100ft - 3atm,10000.0
FS5750,796483511194,Mens,Latitude,50,FOSSIL / MENS / LATITUDE 50MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Green,Nylon,Stainless Steel,Buckle,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5751,796483511200,Mens,Latitude,50,FOSSIL / MENS / LATITUDE 50MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5752,796483511217,Mens,Latitude,50,FOSSIL / MENS / LATITUDE 50MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5753,796483511224,Mens,Latitude,50,FOSSIL / MENS / LATITUDE 50MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5754,796483511231,Mens,Latitude,50,FOSSIL / MENS / LATITUDE 50MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5755,796483521537,Mens,The Minimalist 3H,44,FOSSIL / MENS / THE MINIMALIST 3H 44MM,59.5,119,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,30m - 100ft - 3atm,10000.0
FS5756,796483521544,Mens,The Minimalist 3H,44,FOSSIL / MENS / THE MINIMALIST 3H 44MM,65.0,130,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,30m - 100ft - 3atm,10000.0
FS5763,796483521612,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5764,796483521629,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,74.5,149,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5765,796483521636,Mens,FB - 01,42,FOSSIL / MENS / FB - 01 42MM,64.5,129,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,100m - 330ft - 10atm,10000.0
FS5766,796483521650,Mens,FB - 02,48,FOSSIL / MENS / FB - 02 48MM,79.5,159,Black,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5767,796483521667,Mens,FB - 03,46,FOSSIL / MENS / FB - 03 46MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5768,796483521674,Mens,FB - 03,46,FOSSIL / MENS / FB - 03 46MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5770,796483513310,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,70.0,140,Gray,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,100m - 330ft - 10atm,10000.0
FS5771,796483513280,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,10000.0
FS5772,796483513303,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,80.0,160,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,100m - 330ft - 10atm,10000.0
FS5773,796483513297,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5774,796483521698,Mens,44Mm Townsman,44,FOSSIL / MENS / 44MM TOWNSMAN 44MM,79.5,159,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5775,796483533370,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,Buckle,Black,Quartz,100m - 330ft - 10atm,100.0
FS5781,796483533387,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,70.0,140,Gold,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,Buckle,Black,Quartz,100m - 330ft - 10atm,100.0
FS5782,796483533400,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,80.0,160,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
FS5783,796483533394,Mens,Garrett,44,FOSSIL / MENS / GARRETT 44MM,70.0,140,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Blue,Silicone,Stainless Steel,Buckle,Blue,Quartz,100m - 330ft - 10atm,100.0
FS5786SET,796483534353,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,95.0,190,Black,Japan - JP,2 - Year International Limited Warranty,Black,Mesh,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5788SET,796483530560,Mens,The Andy And Addison Set,42,FOSSIL / GENTS / THE ANDY AND ADDISON SET 42MM,124.5,249,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,30m - 100ft - 3atm,100.0
FS5789,796483530584,Mens,The Minimalist 3H,44,FOSSIL / MENS / THE MINIMALIST 3H 44MM,65.0,130,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5790,796483530638,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5791,796483530553,Mens,NEUTRA CHRONO,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,80.0,160,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5792,796483530485,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,90.0,180,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5794,796483530539,Mens,Machine,42,FOSSIL / MENS / MACHINE 42MM,64.5,129,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5795,796483534360,Mens,Everett Chronograph,42,FOSSIL / MENS / EVERETT CHRONOGRAPH 42MM,95.0,190,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Blue,Quartz,50m - 160ft - 5atm,100.0
FS5796,796483534377,Mens,Everett Chronograph,42,FOSSIL / MENS / EVERETT CHRONOGRAPH 42MM,95.0,190,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Deployment,Cream,Quartz,50m - 160ft - 5atm,100.0
FS5797,796483534384,Mens,Everett Chronograph,42,FOSSIL / MENS / EVERETT CHRONOGRAPH 42MM,95.0,190,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0
FS5798,796483534391,Mens,Everett Chronograph,42,FOSSIL / MENS / EVERETT CHRONOGRAPH 42MM,85.0,170,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5799,796483534407,Mens,Everett Chronograph,42,FOSSIL / MENS / EVERETT CHRONOGRAPH 42MM,85.0,170,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0
FS5800,796483530454,Mens,ARC-02,44,FOSSIL / MENS / ARC-02 44MM,64.5,129,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Beige,Quartz,50m - 160ft - 5atm,10000.0
FS5801,796483530522,Mens,ARC-02,44,FOSSIL / MENS / ARC-02 44MM,74.5,149,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5802,796483530461,Mens,ARC-02,44,FOSSIL / MENS / ARC-02 44MM,64.5,129,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5803,796483530478,Mens,ARC-03,40,FOSSIL / MENS / ARC-03 40MM,59.5,119,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5804,796483530515,Mens,ARC-03,40,FOSSIL / MENS / ARC-03 40MM,69.5,139,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
FS5806,796483536814,Mens,Pilot Chrono,44,FOSSIL / MENS / PILOT CHRONO 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5809,796483536821,Mens,Pilot Chrono,44,FOSSIL / MENS / PILOT CHRONO 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0
FS5811,796483536852,Mens,Pilot Chrono,44,FOSSIL / MENS / PILOT CHRONO 44MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
FS5814,796483530669,Mens,Forrester Chrono,46,FOSSIL / MENS / FORRESTER CHRONO 46MM,75.0,150,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
FS5815,796483530652,Mens,Forrester Chrono,46,FOSSIL / MENS / FORRESTER CHRONO 46MM,75.0,150,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0
FS5821,796483530591,Mens,Everett 3H,42,FOSSIL / GENTS / EVERETT 3H 42MM,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0
FS5822,796483530607,Mens,Everett ,42,FOSSIL / MENS / EVERETT 3 HAND 42,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,No movement type reported,50m - 160ft - 5atm,10000.0
FS5823,796483530621,Mens,EVERETT,42,FOSSIL / MENS / EVERETT 42MM,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0
FS5824,796483530614,Mens,EVERETT,42,FOSSIL / MENS / EVERETT 42MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
FS5826,796483534414,Mens,Neutra Chrono,44,FOSSIL / MENS / NEUTRA CHRONO 44MM,84.5,169,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0
FS5827,796483534315,Mens,Fb-01 Chrono,42,FOSSIL / MENS / FB-01 CHRONO 42MM,90.0,180,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
FS5829,796483534421,Mens,Bronson,50,FOSSIL / MENS / BRONSON 50MM,90.0,180,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0
FS5830,796483533691,Mens,Everett Chronograph,42,FOSSIL / MENS / EVERETT CHRONOGRAPH 42MM,95.0,190,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Deployment,Grey,Quartz,50m - 160ft - 5atm,100.0
FS5831,796483536418,Mens,Everett 3 Hand,42,FOSSIL / MENS / EVERETT 3 HAND 42MM,64.5,129,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Blue,Silicone,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0
FS5832,796483536838,Mens,Pilot Chrono,44,FOSSIL / MENS / PILOT CHRONO 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0
FS5833,796483536807,Mens,Pilot Chrono,44,FOSSIL / MENS / PILOT CHRONO 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5834,796483536845,Mens,Pilot Chrono,44,FOSSIL / MENS / PILOT CHRONO 44MM,80.0,160,Smoke,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
FS5835,796483534322,Mens,Fb-01 Chrono,42,FOSSIL / MENS / FB-01 CHRONO 42MM,90.0,180,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
FS5836,796483534339,Mens,Fb-01 Chrono,42,FOSSIL / MENS / FB-01 CHRONO 42MM,90.0,180,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
FS5837,796483534346,Mens,Fb-01 Chrono,42,FOSSIL / MENS / FB-01 CHRONO 42MM,90.0,180,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
FS5838,796483536555,Mens,The Minimalist Solar,44,FOSSIL / MENS / THE MINIMALIST SOLAR 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Mechanical,50m - 160ft - 5atm,100.0
FS5839,796483536562,Mens,The Minimalist Solar,44,FOSSIL / MENS / THE MINIMALIST SOLAR 44MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Mechanical,50m - 160ft - 5atm,100.0
FS5840,796483536579,Mens,The Minimalist Solar,44,FOSSIL / MENS / THE MINIMALIST SOLAR 44MM,70.0,140,Gold,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Mechanical,50m - 160ft - 5atm,100.0
FS5841,796483536586,Mens,The Minimalist Solar,44,FOSSIL / MENS / THE MINIMALIST SOLAR 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Mechanical,50m - 160ft - 5atm,100.0
FS5843,796483534469,Mens,Retro Digital,40,FOSSIL / MENS / RETRO DIGITAL 40MM,50.0,100,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0
FS5844,796483534476,Mens,Retro Digital,40,FOSSIL / MENS / RETRO DIGITAL 40MM,50.0,100,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0
FS5845,796483534452,Mens,Retro Digital,40,FOSSIL / MENS / RETRO DIGITAL 40MM,50.0,100,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0
FS5846,796483534483,Mens,Retro Digital,40,FOSSIL / MENS / RETRO DIGITAL 40MM,50.0,100,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Safety,Digital,Digital,50m - 160ft - 5atm,100.0
FS5847,796483545922,Mens,Minimalist Chrono,42,FOSSIL / GENTS / MINIMALIST CHRONO 42MM,90.0,180,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
FS5848,796483545939,Mens,Minimalist Chrono,42,FOSSIL / GENTS / MINIMALIST CHRONO 42MM,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
FS5849,796483545946,Mens,Minimalist Chrono,42,FOSSIL / GENTS / MINIMALIST CHRONO 42MM,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Cream,Quartz,50m - 160ft - 5atm,100.0
FS5850,796483545953,Mens,Minimalist Chrono,42,FOSSIL / GENTS / MINIMALIST CHRONO 42MM,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0
FS5851,796483545151,Mens,Bronson,44,FOSSIL / GENTS / BRONSON 44MM,100.0,200,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0
FS5852,796483545168,Mens,Bronson,44,FOSSIL / GENTS / BRONSON 44MM,100.0,200,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0
FS5853,796483545175,Mens,Bronson,44,FOSSIL / GENTS / BRONSON 44MM,100.0,200,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0
FS5855,796483545205,Mens,Bronson,44,FOSSIL / GENTS / BRONSON 44MM,90.0,180,Grey,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0
FS5856,796483545182,Mens,Bronson,44,FOSSIL / GENTS / BRONSON 44MM,90.0,180,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0
FS5858,796483551282,Mens,Everett Chronograph,42,FOSSIL / GENTS / EVERETT CHRONOGRAPH 42MM,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0
FS5859,796483545311,Mens,Everett Solar Digital,45,FOSSIL / GENTS / EVERETT SOLAR DIGITAL 45MM,95.0,190,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,Buckle,Digital,Digital,100m - 330ft - 10atm,100.0
FS5860,796483546172,Mens,Everett,45,FOSSIL / GENTS / EVERETT 45MM,95.0,190,Black,Japan - JP,2 - Year International Limited Warranty,Green,Silicone,Ceramic,Buckle,Digital,Digital,50m - 160ft - 5atm,100.0
FS5861,796483545328,Mens,Everett,45,FOSSIL / GENTS / EVERETT 45MM,95.0,190,Smoke,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Clasp,Digital,Digital,100m - 330ft - 10atm,100.0
FS5862,796483545335,Mens,Everett,45,FOSSIL / GENTS / EVERETT 45MM,95.0,190,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Clasp,Digital,Digital,100m - 330ft - 10atm,100.0
FS5863,796483551237,Mens,Fb - 01,42,FOSSIL / GENTS / FB - 01 42MM,65.0,130,Silver,Japan - JP,2 - Year International Limited Warranty,Green,Canvas,Stainless Steel,Velcro,Green,Quartz,100m - 330ft - 10atm,100.0
FS5864,796483551220,Mens,Fb - 01 Chrono,42,FOSSIL / GENTS / FB - 01 CHRONO 42MM,90.0,180,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
FS5865,796483550995,Mens,Forrester Chrono,46,FOSSIL / GENTS / FORRESTER CHRONO 46MM,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5866,796483551251,Mens,Garrett,44,FOSSIL / GENTS / GARRETT 44MM,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,100m - 330ft - 10atm,100.0
FS5867,796483551268,Mens,Garrett,44,FOSSIL / GENTS / GARRETT 44MM,80.0,160,Caramel,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Brown,Quartz,100m - 330ft - 10atm,100.0
FS5868,796483551008,Mens,Neutra Chrono,44,FOSSIL / GENTS / NEUTRA CHRONO 44MM,80.0,160,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0
FS5869,796483551213,Mens,Neutra Chrono,44,FOSSIL / GENTS / NEUTRA CHRONO 44MM,90.0,180,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Brown,Quartz,50m - 160ft - 5atm,100.0
FS5870,796483551244,Mens,The Minimalist 3H,44,FOSSIL / GENTS / THE MINIMALIST 3H 44MM,65.0,130,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0
FS5871,796483546189,Mens,The Minimalist 3H,44,FOSSIL / GENTS / THE MINIMALIST 3H 44MM,70.0,140,Caramel,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Brown,Quartz,50m - 160ft - 5atm,100.0
FS5872,796483546257,Mens,Machine,42,FOSSIL / GENTS / MACHINE 42MM,95.0,190,Black,Japan - JP,2 - Year International Limited Warranty,Green,Silicone,Carbon,Buckle,Green,Quartz,50m - 160ft - 5atm,100.0
FS5873,796483551275,Mens,Machine,42,FOSSIL / GENTS / MACHINE 42MM,75.0,150,Caramel,Japan - JP,2 - Year International Limited Warranty,Cream,Stainless Steel,Stainless Steel,Fold-Over,Brown,Quartz,50m - 160ft - 5atm,100.0
FS5874,796483556638,Mens,Bronson,50,FOSSIL / GENTS / BRONSON 50,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5875,796483556232,Mens,Bronson,50,FOSSIL / GENTS / BRONSON 50,90.0,180,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0
FS5876,796483556256,Mens,Bronson,50,FOSSIL / GENTS / BRONSON 50,100.0,200,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0
FS5877,796483556249,Mens,Bronson,50,FOSSIL / GENTS / BRONSON 50,100.0,200,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0
FS5878,796483555105,Mens,Bronson,44,FOSSIL / GENTS / BRONSON 44,100.0,200,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Red,Quartz,50m - 160ft - 5atm,100.0
FS5879,796483556614,Mens,Everett,42,FOSSIL / GENTS / EVERETT 42,95.0,190,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
FS5880,796483555143,Mens,Everett,45,FOSSIL / GENTS / EVERETT 45,95.0,190,Smoke,China - CN,2 - Year International Limited Warranty,Purple,Silicone,Stainless Steel,Buckle,Digital,Digital,100m - 330ft - 10atm,100.0
FS5881,796483556607,Mens,FB - 01,42,FOSSIL / GENTS / FB - 01 42,75.0,150,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Red,Quartz,100m - 330ft - 10atm,100.0
