style_id,upc_num,gender,collection,size,description,wholesale_price,retail_price,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty
AM4141,691464216092,Ladies,Serena,28,FOSSIL / LADIES / COLLEAGUE,55.0,110,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
AM4183,691464267100,Ladies,Colleague,28,FOSSIL / LADIES / COLLEAGUE,64.5,129,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Mother Of Pearl,Quartz,100m - 330ft - 10atm,10000.0
AM4508,796483036277,Ladies,Serena,28,FOSSIL / LADIES / COLLEAGUE,62.5,125,Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
AM4532,796483064850,Ladies,Cecile,40,FOSSIL / LADIES / CECILE,74.5,149,Nude,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,100m - 330ft - 10atm,10000.0
BQ1010,796483055803,Mens,Rhett,42,FOSSIL / MENS / RHETT 42MM,64.5,129,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,10000.0
BQ1130,796483065345,Mens,Flynn,48,FOSSIL / MENS / FLYNN 48MM,69.5,139,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
BQ3115,796483250796,Ladies,Suitor,36,FOSSIL / LADIES / SUITOR 36MM,69.5,139,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,10000.0
BQ3184,796483297241,Ladies,Typographer,40,FOSSIL / LADIES / TYPOGRAPHER 40MM,69.5,139,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
BQ3210,796483316508,Ladies,Blythe,38,FOSSIL / LADIES / BLYTHE 38MM,74.5,149,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
BQ3222,796483316539,Ladies,Classic Minute Glitz,32,FOSSIL / LADIES / GLITZ 32MM,64.5,129,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,10000.0
BQ3304,796483360624,Ladies,Classic Minute W Gli,32,FOSSIL / LADIES / GLI 32MM,64.5,129,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,10000.0
BQ3332,796483372009,Ladies,Suitor Mini,26,FOSSIL / LADIES / SUITOR MINI 26MM,64.5,129,MOP,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
BQ3333,796483371996,Ladies,Suitor Mini,26,FOSSIL / LADIES / SUITOR MINI 26MM,69.5,139,MOP,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
BQ3334,796483371989,Ladies,Suitor Mini,26,FOSSIL / LADIES / SUITOR MINI 26MM,69.5,139,MOP,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
BQ3407,796483393066,Ladies,Suitor,36,FOSSIL / LADIES / SUITOR 36MM,74.5,149,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,10000.0
BQ3422,796483416802,Ladies,Karli,34,FOSSIL / LADIES / KARLI 34MM,64.5,129,MOP,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
BQ3423,796483420489,Ladies,Suitor,36,FOSSIL / LADIES / SUITOR 36MM,79.5,159,MOP,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
BQ3424,796483420496,Ladies,Suitor,36,FOSSIL / LADIES / SUITOR 36MM,79.5,159,Black,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0
BQ3438,796483421622,Ladies,Suitor,36,FOSSIL / LADIES / SUITOR 36MM,79.5,159,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0
BQ3440,796483416741,Ladies,Karli,34,FOSSIL / LADIES / KARLI 34MM,69.5,139,MOP,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
BQ3442,796483416796,Ladies,Modern Sophisticate,30,FOSSIL / LADIES / MODERN SOPHISTICATE 30MM,64.5,129,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
BQ3464,796483435346,Ladies,Hutton,34,FOSSIL / LADIES / HUTTON 34MM,69.5,139,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,50m - 160ft - 5atm,10000.0
BQ3465,796483435353,Ladies,Hutton,34,FOSSIL / LADIES / HUTTON 34MM,69.5,139,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,10000.0
BQ3472,796483436046,Ladies,Suitor,36,FOSSIL / LADIES / SUITOR 36MM,84.5,169,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Stainless Steel,Stainless Steel,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,10000.0
CE1093,796483482050,Ladies,Carlie,38,FOSSIL / LADIES / CARLIE 38MM,124.5,249,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Fold-Over,White,Quartz,30m - 100ft - 3atm,10000.0
CE1094,796483482067,Ladies,Carlie,38,FOSSIL / LADIES / CARLIE 38MM,124.5,249,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Fold-Over,Black,Quartz,30m - 100ft - 3atm,10000.0
CE1102,796483482074,Ladies,Carlie,18,FOSSIL / LADIES / CARLIE 38MM,124.5,249,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Ceramic,Ceramic,Fold-Over,Pink,Quartz,30m - 100ft - 3atm,10000.0
CE1104,796483497078,Ladies,Carlie Mini,30,FOSSIL / LADIES / CARLIE MINI 30MM,109.5,219,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Deployment,White,Quartz,30m - 100ft - 3atm,10000.0
CE1105,796483497085,Ladies,Carlie Mini,30,FOSSIL / LADIES / CARLIE MINI 30MM,109.5,219,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Deployment,Black,Quartz,30m - 100ft - 3atm,10000.0
CE1107,796483527706,Ladies,Fb-01,35,FOSSIL / LADIES / FB-01 35MM,115.0,230,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Stainless Steel,Fold-Over,White,Quartz,100m - 330ft - 10atm,100.0
CE1108,796483528413,Ladies,Fb-01,35,FOSSIL / LADIES / FB-01 35MM,115.0,230,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
CE1109,796483534797,Ladies,Fb-01,36,FOSSIL / LADIES / FB-01 36MM,94.5,189,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Stainless Steel,Fold-Over,Blue,Quartz,100m - 330ft - 10atm,100.0
CE1110,796483547285,Ladies,Gabby,34,FOSSIL / LADIES / GABBY 34MM,115.0,230,Brown,China - CN,2 - Year International Limited Warranty,Brown,Ceramic,Ceramic,Deployment,Brown,Quartz,50m - 160ft - 5atm,100.0
CE1111,796483547278,Ladies,FB-01,36,FOSSIL / LADIES / FB-01 36MM,115.0,230,Brown,China - CN,2 - Year International Limited Warranty,Brown,Ceramic,Stainless Steel,Clasp,Brown,Quartz,100m - 330ft - 10atm,100.0
CE1112,796483548251,Ladies,Stella,38,FOSSIL / LADIES / STELLA 38MM,115.0,230,Rose Gold,China - CN,2 - Year International Limited Warranty,Brown,Ceramic,Ceramic,Buckle,Rose Gold,Quartz,50m - 160ft - 5atm,100.0
CE1113,796483548268,Ladies,Stella,38,FOSSIL / LADIES / STELLA 38MM,115.0,230,Silver,China - CN,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0
CE1114,796483557451,Ladies,Gabby,34,FOSSIL / LADIES / GABBY 34,115.0,230,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Ceramic,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0
CE1115,796483557468,Ladies,Gabby,34,FOSSIL / LADIES / GABBY 34,115.0,230,White,Japan - JP,2 - Year International Limited Warranty,White,Stainless Steel,Ceramic,Deployment,White,Quartz,50m - 160ft - 5atm,100.0
CE1116,796483561311,Ladies,Stella,30,FOSSIL / LADIES / STELLA 30MM,105.0,210,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Deployment,White,Quartz,50m - 160ft - 5atm,100.0
CE1117,796483561328,Ladies,Stella,30,FOSSIL / LADIES / STELLA 30MM,105.0,210,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Ceramic,Ceramic,Deployment,Pink,Quartz,50m - 160ft - 5atm,100.0
CE1118,796483561335,Ladies,Stella,37,FOSSIL / LADIES / STELLA 37MM,125.0,250,Multicolor,Japan - JP,2 - Year International Limited Warranty,Multicolor,Ceramic,Ceramic,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
CE1119,796483561342,Ladies,Stella,37,FOSSIL / LADIES / STELLA 37MM,125.0,250,Multicolor,Japan - JP,2 - Year International Limited Warranty,Multicolor,Ceramic,Ceramic,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,100.0
CE1120,796483570399,Ladies,Stella,30,FOSSIL / LADIES / STELLA 30MM,115.0,230,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Ceramic,Deployment,Blue,Quartz,50m - 160ft - 5atm,100.0
CE5020,796483479654,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,124.5,249,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Fold-Over,White,Quartz,50m - 160ft - 5atm,10000.0
CE5021,796483479661,Mens,Grant,44,FOSSIL / MENS / GRANT 44MM,124.5,249,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0
CE5022,796483513273,Mens,FB - 01,42,FOSSIL / MENS / FB - 01 42MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Ceramic,Buckle,Black,Quartz,100m - 330ft - 10atm,10000.0
CE5023,796483513266,Mens,FB - 01,42,FOSSIL / MENS / FB - 01 42MM,84.5,169,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Ceramic,Buckle,Black,Quartz,100m - 330ft - 10atm,10000.0
CE5024,796483555136,Mens,FB - 01,42,FOSSIL / GENTS / FB - 01 42,150.0,300,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0
CE5025,796483555129,Mens,FB - 01,42,FOSSIL / GENTS / FB - 01 42,150.0,300,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Ceramic,Fold-Over,Blue,Quartz,100m - 330ft - 10atm,100.0
CE5026,796483561960,Mens,Everett,42,FOSSIL / GENTS / EVERETT 42MM,150.0,300,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Fold-Over,White,Quartz,50m - 160ft - 5atm,100.0
CE5027,796483561953,Mens,Everett,42,FOSSIL / GENTS / EVERETT 42MM,150.0,300,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Ceramic,Ceramic,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
CE5028,796483561946,Mens,Everett,42,FOSSIL / GENTS / EVERETT 42MM,150.0,300,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Resin,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0
CE5029,796483570788,Mens,Everett,42,FOSSIL / GENTS / EVERETT 42MM,110.0,220,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Ceramic,Clasp,Blue,Quartz,50m - 160ft - 5atm,100.0
CH2564,691464293086,Mens,Coachman,44,FOSSIL / MENS / COACHMAN,75.0,150,Blue,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
CH2565,691464293093,Mens,Coachman,44,FOSSIL / MENS / COACHMAN,75.0,150,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0
CH2573IE,796483340138,Mens,Decker,44,FOSSIL / MENS / DECKER 42MM,60.0,120,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
CH2600IE,796483261273,Mens,Decker,43,FOSSIL / MENS / DECKER,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
CH2601IE,796483261259,Mens,Decker,42,FOSSIL / MENS / DECKER 44MM,74.5,149,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
CH2891,796483033177,Mens,Coachman,44,FOSSIL / MENS / COACHMAN,75.0,150,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
CH2993,796483208896,Mens,Del Rey,45,FOSSIL / MENS / DEL REY,102.5,205,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Gold,Quartz,30m - 100ft - 3atm,10000.0
CH3088,796483307865,Ladies,Abilene,34,FOSSIL / LADIES / ABILENE,62.5,125,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,Buckle,Pink,Quartz,50m - 160ft - 5atm,10000.0
ES2362,691464420147,Ladies,Jesse,34,FOSSIL / LADIES / JESSE,60.0,120,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES2811,691464629922,Ladies,Riley,38,FOSSIL / LADIES / RILEY,75.0,150,Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
ES2830,691464707514,Ladies,Georgia,32,FOSSIL / LADIES / GEORGIA,60.0,120,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0
ES3020,691464805432,Ladies,Jesse,34,FOSSIL / LADIES / JESSE,70.0,140,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3060,691464874100,Ladies,Georgia,32,FOSSIL / LADIES / GEORGIA,60.0,120,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3077,691464874131,Ladies,Georgia,32,FOSSIL / LADIES / GEORGIA,70.0,140,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
ES3202,691464949020,Ladies,Riley,38,FOSSIL / LADIES / RILEY,65.0,130,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3203,691464949037,Ladies,Riley,38,FOSSIL / LADIES / RILEY,75.0,150,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3204,691464949044,Ladies,Riley,38,FOSSIL / LADIES / RILEY,70.0,140,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3226,691464975487,Ladies,Georgia,32,FOSSIL / LADIES / GEORGIA,74.5,149,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3262,796483007840,Ladies,Georgia,26,FOSSIL / LADIES / GEORGIA,62.5,125,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3268,796483007901,Ladies,Georgia,26,FOSSIL / LADIES / GEORGIA,64.5,129,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Rose Gold,Quartz,30m - 100ft - 3atm,10000.0
ES3269,796483007918,Ladies,Georgia,26,FOSSIL / LADIES / GEORGIA,52.5,105,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3282,796483008052,Ladies,Virginia,30,FOSSIL / LADIES / VIRGINIA,60.0,120,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3283,796483008069,Ladies,Virginia,30,FOSSIL / LADIES / VIRGINIA,64.5,129,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3284,796483008076,Ladies,Virginia,30,FOSSIL / LADIES / VIRGINIA,70.0,140,White,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3405,796483050761,Ladies,Virginia,30,FOSSIL / LADIES / VIRGINIA,70.0,140,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3433,796483045651,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,70.0,140,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3434,796483045668,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,70.0,140,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3435,796483045675,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,69.5,139,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3466,796483064980,Ladies,Riley,38,FOSSIL / LADIES / RILEY,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3487,796483066458,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3545,796483081666,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,80.0,160,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3546,796483081680,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,80.0,160,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3565,796483081734,Ladies,Georgia,32,FOSSIL / LADIES / GEORGIA,64.5,129,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3590,796483105836,Ladies,Stella,38,FOSSIL / LADIES / STELLA 38MM,70.0,140,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Rose Gold,Quartz,30m - 100ft - 3atm,100.0
ES3707,796483137349,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,59.5,119,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3708,796483138216,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,60.0,120,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,30m - 100ft - 3atm,10000.0
ES3712,796483150249,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR,65.0,130,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3713,796483150454,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR,74.5,149,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3716,796483150430,Ladies,Virginia,30,FOSSIL / LADIES / VIRGINIA,80.0,160,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
ES3745,796483155305,Ladies,Georgia Mini,26,FOSSIL / LADIES / GEORGIA,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,No color reported,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3793,796483168244,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,50.0,100,White,Japan - JP,2 - Year International Limited Warranty,White,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3797,796483168282,Ladies,Jacqueline Small,26,FOSSIL / LADIES / JACQUELINE,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3799,796483168305,Ladies,Jacqueline Small,26,FOSSIL / LADIES / JACQUELINE,69.5,139,White,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3802,796483169494,Ladies,Jacqueline Small,26,FOSSIL / LADIES / JACQUELINE,57.5,115,Cream,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0
ES3838,796483181977,Ladies,Original Boyfriend,38,FOSSIL / LADIES / ORIGINAL BOYFRIEND,80.0,160,Silver,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES3842,796483182066,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3843,796483181984,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,60.0,120,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3861,796483182264,Ladies,Georgia,26,FOSSIL / LADIES / GEORGIA,52.5,105,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES3862,796483182271,Ladies,Georgia,26,FOSSIL / LADIES / GEORGIA,64.5,129,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES3914,796483211117,Ladies,Urban Traveler,35,FOSSIL / LADIES / URBAN TRAVELER 35MM,87.5,175,Champagne,Japan - JP,2 - Year International Limited Warranty,Champagne,Stainless Steel,Stainless Steel,Deployment,Champagne,Quartz,30m - 100ft - 3atm,100.0
ES3965SET,796483234413,Ladies,Virginia Box Set,30,FOSSIL / LADIES / VIRGINIA BOX SET,77.5,155,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
ES3988,796483244603,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,60.0,120,White,Japan - JP,2 - Year International Limited Warranty,White,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4007,796483250062,Ladies,Tailor,34,FOSSIL / LADIES / TAILOR,67.5,135,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4012,796483254763,Ladies,Riley,38,FOSSIL / LADIES / RILEY,57.5,115,Blue,Japan - JP,2 - Year International Limited Warranty,Tortoise,Acetate,Acetate,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
ES4026,796483267596,Ladies,Georgia Small,26,FOSSIL / LADIES / GEORGIA,64.5,129,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4038,796483262409,Ladies,Gwynn,38,FOSSIL / LADIES / GWYNN,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4045,796483262355,Ladies,Obf,38,FOSSIL / LADIES / ORIGINAL BOYFRIEND,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
