style_id,status,2015,2016,2017,2018,2019,2020,2021,2022-01,2022-02,2022-03,2022-04,qt_sales_order,total_sales_2022,qt_on_hand,monthly_avg_2022,wholesale_price,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty,retail_price,collection,gender,case_size
AM4141,No status reported,54.0,135.0,204.0,201.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,110.0,Serena,Ladies,28.0
AM4183,DISCD,70.0,170.0,174.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Mother Of Pearl,Quartz,100m - 330ft - 10atm,10000.0,129.0,Colleague,Ladies,28.0
AM4481,No status reported,72.0,133.0,251.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,149.0,Cecile,Ladies,40.0
AM4482,DISCD,0.0,164.0,138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.49999999999999,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,165.0,Cecile,Ladies,No case size reported
AM4483,No status reported,49.0,106.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,169.0,Cecile,Ladies,40.0
AM4508,DISCD,46.0,96.0,83.0,174.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0,125.0,Serena,Ladies,28.0
AM4509,DISCD,79.0,153.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,125.0,Cecile,Ladies,No case size reported
AM4511,DISCD,62.0,115.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,145.0,Cecile,Ladies,No case size reported
AM4522,DISCD,27.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.49999999999999,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,165.0,Cecile,Ladies,No case size reported
AM4532,DISCD,47.0,57.0,31.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3,Nude,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,100m - 330ft - 10atm,10000.0,149.0,Cecile,Ladies,40.0
AM4576,DISCD,35.0,72.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,125.0,Cecile,Ladies,No case size reported
AM4578,DISCD,30.0,49.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,145.0,Cecile,Ladies,No case size reported
AM4616,DISCD,60.0,144.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,195.0,Cecile,Ladies,No case size reported
AM4628,DISCD,30.0,57.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,145.0,Cecile,Ladies,40.0
AM4638,DISCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,105.0,Cecile,Ladies,No case size reported
AM4641,DISCD,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,135.0,Cecile,Ladies,No case size reported
AM4644,DISCD,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,135.0,Cecile,Ladies,No case size reported
BQ1010,No status reported,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,10000.0,129.0,Rhett,Mens,42.0
BQ1130,DISCD,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,139.0,Flynn,Mens,48.0
BQ3115,No status reported,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,10000.0,139.0,Suitor,Ladies,36.0
BQ3184,No status reported,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0,139.0,Typographer,Ladies,40.0
BQ3210,No status reported,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0,149.0,Blythe,Ladies,38.0
BQ3222,DISCD,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,10000.0,129.0,Classic minute glitz,Ladies,32.0
BQ3304,DISCD,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,10000.0,129.0,Classic minute glitz,Ladies,32.0
BQ3332,No status reported,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,129.0,Suitor mini,Ladies,26.0
BQ3333,No status reported,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,139.0,Suitor mini,Ladies,26.0
BQ3334,No status reported,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,139.0,Suitor mini,Ladies,26.0
BQ3407,No status reported,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,10000.0,149.0,Suitor,Ladies,36.0
BQ3422,No status reported,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,129.0,Karli,Ladies,34.0
BQ3423,No status reported,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,159.0,Suitor,Ladies,36.0
BQ3424,No status reported,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.3,Black,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0,159.0,Suitor,Ladies,36.0
BQ3438,DISCD,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.3,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0,159.0,Suitor,Ladies,36.0
BQ3440,DISCD,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Mother of pearl,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0,139.0,Karli,Ladies,34.0
BQ3442,No status reported,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,129.0,Modern sophisticate,Ladies,30.0
BQ3464,No status reported,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,50m - 160ft - 5atm,10000.0,139.0,Hutton,Ladies,34.0
BQ3465,No status reported,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,10000.0,139.0,Hutton,Ladies,34.0
BQ3472,No status reported,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Stainless Steel,Stainless Steel,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,10000.0,169.0,Suitor,Ladies,36.0
CE1017,DISCD,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.49999999999999,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,165.0,Jesse,Ladies,No case size reported
CE1093,2020H1,0.0,0.0,0.0,0.0,0.0,50.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,174.29999999999998,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Fold-Over,White,Quartz,30m - 100ft - 3atm,10000.0,249.0,Carlie,Ladies,38.0
CE1094,2020H1,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.29999999999998,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Fold-Over,Black,Quartz,30m - 100ft - 3atm,10000.0,249.0,Carlie,Ladies,38.0
CE1102,2020H1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.29999999999998,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Ceramic,Ceramic,Fold-Over,Pink,Quartz,30m - 100ft - 3atm,10000.0,249.0,Carlie,Ladies,18.0
CE1104,2020H2,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.29999999999998,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Deployment,White,Quartz,30m - 100ft - 3atm,10000.0,219.0,Carlie mini,Ladies,30.0
CE1105,2020H2,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.29999999999998,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Deployment,Black,Quartz,30m - 100ft - 3atm,10000.0,219.0,Carlie mini,Ladies,30.0
CE1107,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,6.0,5.0,7.0,4.0,29.0,12.0,7.25,161.0,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Stainless Steel,Fold-Over,White,Quartz,100m - 330ft - 10atm,100.0,230.0,Fb - 01,Ladies,35.0
CE1108,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,2.0,3.0,3.0,10.0,17.0,2.5,161.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0,230.0,Fb - 01,Ladies,35.0
CE1109,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.29999999999998,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Stainless Steel,Fold-Over,Blue,Quartz,100m - 330ft - 10atm,100.0,189.0,Fb - 01,Ladies,36.0
CE1110,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,3.0,1.0,21.0,3.0,5.25,161.0,Brown,China - CN,2 - Year International Limited Warranty,Brown,Ceramic,Ceramic,Deployment,Brown,Quartz,50m - 160ft - 5atm,100.0,230.0,Gabby,Ladies,34.0
CE1111,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,161.0,Brown,China - CN,2 - Year International Limited Warranty,Brown,Ceramic,Stainless Steel,Clasp,Brown,Quartz,100m - 330ft - 10atm,100.0,230.0,Fb - 01,Ladies,36.0
CE1112,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0,1.0,3.0,19.0,8.0,4.75,161.0,Rose gold,China - CN,2 - Year International Limited Warranty,Brown,Ceramic,Ceramic,Buckle,Rose Gold,Quartz,50m - 160ft - 5atm,100.0,230.0,Stella,Ladies,38.0
CE1113,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,4.0,3.0,23.0,14.0,5.75,161.0,Silver,China - CN,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0,230.0,Stella,Ladies,38.0
CE1114,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,12.0,0.0,3.0,161.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Ceramic,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,230.0,Gabby,Ladies,34.0
CE1115,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,White,Japan - JP,2 - Year International Limited Warranty,White,Stainless Steel,Ceramic,Deployment,White,Quartz,50m - 160ft - 5atm,100.0,230.0,Gabby,Ladies,34.0
CE1116,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Deployment,White,Quartz,50m - 160ft - 5atm,100.0,210.0,Stella,Ladies,30.0
CE1117,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Ceramic,Ceramic,Deployment,Pink,Quartz,50m - 160ft - 5atm,100.0,210.0,Stella,Ladies,30.0
CE1118,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,Multicolor,Japan - JP,2 - Year International Limited Warranty,Multicolor,Ceramic,Ceramic,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,250.0,Stella,Ladies,37.0
CE1119,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,Multicolor,Japan - JP,2 - Year International Limited Warranty,Multicolor,Ceramic,Ceramic,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,100.0,250.0,Stella,Ladies,37.0
CE1120,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Ceramic,Deployment,Blue,Quartz,50m - 160ft - 5atm,100.0,230.0,Stella,Ladies,30.0
CE5020,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.29999999999998,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Fold-Over,White,Quartz,50m - 160ft - 5atm,10000.0,249.0,Grant,Mens,44.0
CE5021,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.29999999999998,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0,249.0,Grant,Mens,44.0
CE5022,2020H4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Ceramic,Buckle,Black,Quartz,100m - 330ft - 10atm,10000.0,169.0,Fb - 01,Mens,42.0
CE5023,2020H4,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5,118.3,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Ceramic,Buckle,Black,Quartz,100m - 330ft - 10atm,10000.0,169.0,Fb - 01,Mens,42.0
CE5024,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Ceramic,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0,300.0,Fb - 01,Mens,42.0
CE5025,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Ceramic,Fold-Over,Blue,Quartz,100m - 330ft - 10atm,100.0,300.0,Fb - 01,Mens,42.0
CE5026,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,White,Japan - JP,2 - Year International Limited Warranty,White,Ceramic,Ceramic,Fold-Over,White,Quartz,50m - 160ft - 5atm,100.0,300.0,Everett,Mens,42.0
CE5027,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Ceramic,Ceramic,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,300.0,Everett,Mens,42.0
CE5028,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Ceramic,Resin,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,300.0,Everett,Mens,42.0
CE5029,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Ceramic,Ceramic,Clasp,Blue,Quartz,50m - 160ft - 5atm,100.0,220.0,Everett,Mens,42.0
CH2564,No status reported,71.0,181.0,260.0,381.0,170.0,0.0,42.0,16.0,8.0,27.0,11.0,9.0,62.0,48.0,15.5,105.0,Blue,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,150.0,Coachman,Mens,44.0
CH2565,No status reported,69.0,208.0,272.0,282.0,86.0,86.0,149.0,18.0,7.0,25.0,11.0,9.0,61.0,22.0,15.25,105.0,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0,150.0,Coachman,Mens,44.0
CH2573,DISCD,69.0,176.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,105.0,Decker,Mens,44.0
CH2573IE,No status reported,0.0,0.0,13.0,205.0,185.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,120.0,Decker,Mens,44.0
CH2600,DISCD,77.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,125.0,Decker,Mens,No case size reported
CH2600IE,No status reported,0.0,11.0,118.0,110.0,89.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,150.0,Decker,Mens,43.0
CH2601,DISCD,35.0,70.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,155.0,Decker,Mens,44.0
CH2601IE,No status reported,0.0,0.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,149.0,Decker,Mens,42.0
CH2869,DISCD,53.0,138.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,155.0,Other - mens watch,Mens,No case size reported
CH2890,DISCD,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,125.0,Coachman,Mens,No case size reported
CH2891,No status reported,60.0,100.0,141.0,220.0,100.0,20.0,46.0,11.0,7.0,26.0,11.0,11.0,55.0,2.0,13.75,105.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,150.0,Coachman,Mens,44.0
CH2993,DISCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.5,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Gold,Quartz,30m - 100ft - 3atm,10000.0,205.0,Del rey,Mens,45.0
CH3014,DISCD,0.0,18.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,125.0,Abilene,Ladies,34.0
CH3016,DISCD,0.0,36.0,57.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,145.0,Abilene,Ladies,34.0
CH3022,DISCD,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,No color reported,No country reported,No warranty reported,No color reported,No band material reported,No case material reported,No clasp type reported,No dial color reported,No movement type reported,No water resistance reported,No max quantity reported,135.0,Sport,Mens,No case size reported
