style_id,upc_num,priority,case,availability,qty_on_hand,qty_on_order,qty_total,qty_sales_order,qty_sold_last_6m,qty_avg/mo,months_of_supply,wholesale_price_x,cte_cost,qty_cte_cost,status,2015,2016,2017,2018,2019,2020,2021,2022-01,2022-02,2022-03,2022-04,qt_sales_order,total_sales_2022,qt_on_hand,monthly_avg_2022,wholesale_price_y,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty,case_size,gender,retail_price,collection
FS4867IE,796483492998,B,45MM,Available,63.0,0,63.0,0.0,61,10.166666666666666,6.19672131147541,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,19.0,4.0,12.0,23.0,63.0,5.75,125.99999999999999,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Champagne,Quartz,50m - 160ft - 5atm,100.0,45.0,Mens,180.0,Dean
FS4931,796483100305,B,45MM,Available,35.0,0,35.0,0.0,56,9.333333333333334,3.7499999999999996,90.0,62.99999999999999,0.0,No status reported,70.0,94.0,109.0,225.0,218.0,92.0,94.0,9.0,0.0,19.0,3.0,2.0,31.0,35.0,7.75,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,45.0,Mens,180.0,Machine
FS5151,796483226401,B,44MM,Available,53.0,0,53.0,0.0,89,14.833333333333334,3.5730337078651684,80.0,56.0,0.0,No status reported,0.0,58.0,193.0,250.0,263.0,132.0,186.0,1.0,0.0,23.0,2.0,2.0,26.0,53.0,6.5,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Grant
FS5210,796483268821,B,44MM,Delivery within 6 weeks,0.0,20,20.0,0.0,30,5.0,4.0,70.0,49.0,0.0,No status reported,0.0,20.0,67.0,53.0,0.0,0.0,11.0,8.0,3.0,8.0,0.0,0.0,19.0,0.0,4.75,98.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,140.0,Grant
FS5251SET,796483283916,B,42MM,Available,30.0,0,30.0,0.0,43,7.166666666666667,4.186046511627906,85.0,59.49999999999999,0.0,No status reported,0.0,121.0,173.0,147.0,214.0,101.0,96.0,0.0,0.0,24.0,9.0,7.0,33.0,30.0,8.25,118.99999999999999,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,170.0,Machine
FS5279,796483314504,B,44MM,Available,30.0,10,40.0,0.0,30,5.0,8.0,80.0,56.0,0.0,No status reported,0.0,0.0,46.0,71.0,31.0,24.0,30.0,4.0,14.0,1.0,0.0,0.0,19.0,30.0,4.75,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Townsman
FS5304,796483327986,B,44MM,Available,10.0,10,20.0,0.0,35,5.833333333333333,3.428571428571429,65.0,45.5,0.0,No status reported,0.0,0.0,16.0,38.0,34.0,43.0,31.0,0.0,9.0,3.0,1.0,6.0,13.0,10.0,3.25,91.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,130.0,The minimalist 3h
FS5305,796483327979,B,44MM,Available,25.0,0,25.0,0.0,19,3.1666666666666665,7.894736842105264,65.0,45.5,0.0,No status reported,0.0,0.0,44.0,127.0,126.0,118.0,49.0,2.0,1.0,3.0,1.0,2.0,7.0,25.0,1.75,91.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,130.0,The minimalist 3h
FS5308,796483328006,B,44MM,Available,125.0,60,185.0,0.0,107,17.833333333333332,10.373831775700936,75.0,52.5,0.0,No status reported,0.0,0.0,42.0,189.0,49.0,79.0,135.0,1.0,15.0,1.0,2.0,2.0,19.0,125.0,4.75,105.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,150.0,The minimalist 3h
FS5380,796483354913,B,44MM,Available,25.0,0,25.0,0.0,31,5.166666666666667,4.838709677419355,80.0,56.0,0.0,No status reported,0.0,0.0,33.0,110.0,31.0,66.0,32.0,5.0,10.0,0.0,0.0,0.0,15.0,25.0,3.75,112.0,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5381,796483354920,B,44MM,Available,38.0,20,58.0,0.0,60,10.0,5.8,80.0,56.0,0.0,No status reported,0.0,0.0,52.0,260.0,121.0,92.0,59.0,18.0,1.0,9.0,4.0,2.0,32.0,38.0,8.0,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5384,796483354951,B,44MM,Available,32.0,0,32.0,0.0,35,5.833333333333333,5.485714285714286,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,43.0,159.0,103.0,63.0,72.0,0.0,3.0,4.0,1.0,3.0,8.0,32.0,2.0,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,180.0,Neutra chrono
FS5437,796483381285,B,44MM,Available,74.0,0,74.0,0.0,29,4.833333333333333,15.310344827586208,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,89.0,103.0,93.0,80.0,2.0,0.0,1.0,0.0,5.0,3.0,74.0,0.75,112.0,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Townsman
FS5439,796483385337,B,44MM,Available,9.0,0,9.0,0.0,13,2.1666666666666665,4.153846153846154,65.0,45.5,0.0,No status reported,0.0,0.0,0.0,25.0,17.0,9.0,14.0,1.0,5.0,1.0,0.0,0.0,7.0,9.0,1.75,91.0,Cream,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,130.0,The minimalist
FS5447,796483381254,B,44MM,Available,28.0,15,43.0,0.0,22,3.6666666666666665,11.727272727272728,65.0,45.5,0.0,No status reported,0.0,0.0,0.0,33.0,31.0,24.0,29.0,0.0,1.0,1.0,1.0,5.0,3.0,28.0,0.75,91.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,130.0,The minimalist
FS5452,796483388260,B,44MM,Available,19.0,0,19.0,0.0,23,3.8333333333333335,4.956521739130435,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,108.0,129.0,97.0,41.0,2.0,1.0,11.0,0.0,0.0,14.0,19.0,3.5,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5453,796483388277,B,44MM,Available,29.0,0,29.0,0.0,40,6.666666666666667,4.35,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,101.0,94.0,96.0,46.0,6.0,2.0,13.0,0.0,4.0,21.0,29.0,5.25,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5459,796483392786,B,44MM,Available,25.0,0,25.0,0.0,46,7.666666666666667,3.260869565217391,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,72.0,66.0,33.0,146.0,10.0,4.0,11.0,0.0,3.0,25.0,25.0,6.25,105.0,Gray,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,No clasp type reported,Grey,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,150.0,Color undertones
FS5503,796483430259,B,44MM,Available,14.0,0,14.0,0.0,19,3.1666666666666665,4.421052631578948,80.0,56.0,0.0,2019H1,0.0,0.0,0.0,0.0,9.0,27.0,22.0,3.0,4.0,1.0,2.0,1.0,10.0,14.0,2.5,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra
FS5512,796483424562,B,44MM,Available,24.0,0,24.0,0.0,31,5.166666666666667,4.64516129032258,80.0,56.0,0.0,2019H1,0.0,0.0,0.0,0.0,30.0,71.0,37.0,0.0,5.0,1.0,0.0,0.0,6.0,24.0,1.5,112.0,Gray,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5522,796483430396,B,44MM,Available,24.0,0,24.0,0.0,30,5.0,4.8,80.0,56.0,0.0,2019H1,0.0,0.0,0.0,0.0,28.0,32.0,35.0,0.0,5.0,1.0,0.0,0.0,6.0,24.0,1.5,112.0,Gray,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Townsman
FS5525,796483430402,B,44MM,Available,18.0,0,18.0,5.0,31,5.166666666666667,4.451612903225806,90.0,62.99999999999999,314.99999999999994,2019H1,0.0,0.0,0.0,0.0,45.0,22.0,31.0,0.0,10.0,1.0,4.0,3.0,15.0,18.0,3.75,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,180.0,Neutra chrono
FS5551,796483441477,B,44MM,Available,17.0,0,17.0,0.0,24,4.0,4.25,65.0,45.5,0.0,2019H2,0.0,0.0,0.0,0.0,24.0,13.0,27.0,7.0,2.0,3.0,1.0,2.0,13.0,17.0,3.25,91.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,130.0,The minimalist
FS5562SET,796483464155,C,42MM,Delivery within 6 weeks,0.0,50,50.0,0.0,33,5.5,9.090909090909092,120.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,3.0,2.0,0.0,0.0,11.0,0.0,2.75,168.0,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,White,Quartz,30m - 100ft - 3atm,100.0,42.0,Mens,240.0,The andy and addison set
FS5623,796483468948,C,44MM,Available,59.0,40,99.0,0.0,61,10.166666666666666,9.737704918032787,70.0,49.0,0.0,2019H4,0.0,0.0,0.0,0.0,57.0,105.0,81.0,0.0,6.0,8.0,5.0,8.0,19.0,59.0,4.75,98.0,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,100m - 330ft - 10atm,10000.0,44.0,Mens,140.0,Garrett
FS5661,796483473065,B,42MM,Available,19.0,0,19.0,0.0,1,0.16666666666666666,114.0,60.0,42.0,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.25,84.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,120.0,Copeland
FS5663,796483473058,B,42MM,Available,14.0,0,14.0,0.0,11,1.8333333333333333,7.636363636363637,60.0,42.0,0.0,2019H4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,2.0,4.0,14.0,1.0,84.0,Cream,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Cream,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,120.0,Copeland
FS5666,796483470958,B,42MM,Available,18.0,0,18.0,0.0,14,2.3333333333333335,7.7142857142857135,60.0,42.0,0.0,2019H4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,2.0,7.0,18.0,1.75,84.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,120.0,Copeland
FS5699,796483490635,C,44MM,Available,7.0,10,17.0,0.0,22,3.6666666666666665,4.636363636363637,90.0,62.99999999999999,0.0,2020H1,0.0,0.0,0.0,0.0,0.0,10.0,31.0,3.0,1.0,2.0,3.0,1.0,9.0,7.0,2.25,125.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,180.0,Neutra chrono
FS5707,796483521773,C,44MM,Available,25.0,0,25.0,0.0,30,5.0,5.0,90.0,62.99999999999999,0.0,2021H1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,10.0,14.0,0.0,0.0,25.0,25.0,6.25,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,180.0,Neutra chrono
FS5708SET,796483497597,B,44MM,Available,24.0,0,24.0,10.0,54,9.0,3.7777777777777777,85.0,59.49999999999999,594.9999999999999,2020H2,0.0,0.0,0.0,0.0,0.0,20.0,39.0,6.0,0.0,7.0,5.0,4.0,18.0,24.0,4.5,118.99999999999999,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,170.0,Neutra chrono
FS5711,796483498587,C,50MM,Available,42.0,0,42.0,0.0,51,8.5,4.9411764705882355,100.0,70.0,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,40.0,79.0,3.0,0.0,20.0,0.0,1.0,23.0,42.0,5.75,140.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,200.0,Bronson
FS5712,796483498594,A,50MM,Available,41.0,10,51.0,0.0,56,9.333333333333334,5.4642857142857135,100.0,70.0,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,55.0,97.0,10.0,4.0,11.0,0.0,2.0,25.0,41.0,6.25,140.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,200.0,Bronson
FS5713,796483498600,C,50MM,Available,26.0,0,26.0,0.0,31,5.166666666666667,5.032258064516129,90.0,62.99999999999999,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,60.0,76.0,4.0,4.0,11.0,0.0,2.0,19.0,26.0,4.75,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Multicolor,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,180.0,Bronson
FS5714,796483498617,C,50MM,Available,10.0,30,40.0,0.0,46,7.666666666666667,5.217391304347826,90.0,62.99999999999999,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,55.0,90.0,6.0,4.0,10.0,1.0,0.0,21.0,10.0,5.25,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,50.0,Mens,180.0,Bronson
FS5735,796483507319,C,44MM,Available,20.0,10,30.0,0.0,23,3.8333333333333335,7.826086956521739,80.0,56.0,0.0,2020H3,0.0,0.0,0.0,0.0,0.0,7.0,33.0,5.0,5.0,0.0,0.0,0.0,10.0,20.0,2.5,112.0,Green,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5756,796483521544,C,44MM,Available,18.0,0,18.0,0.0,18,3.0,6.0,65.0,45.5,0.0,2020H3,0.0,0.0,0.0,0.0,0.0,2.0,33.0,0.0,0.0,4.0,1.0,4.0,5.0,18.0,1.25,91.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,30m - 100ft - 3atm,10000.0,44.0,Mens,130.0,The minimalist 3h
FS5763,796483521612,B,44MM,Available,9.0,0,9.0,10.0,19,3.1666666666666665,6.0,80.0,56.0,560.0,2020H3,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,4.0,1.0,5.0,8.0,9.0,2.0,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5772,796483513303,C,44MM,Available,15.0,30,45.0,0.0,88,14.666666666666666,3.0681818181818183,80.0,56.0,0.0,2020H3,0.0,0.0,0.0,0.0,0.0,0.0,147.0,5.0,0.0,25.0,3.0,7.0,33.0,15.0,8.25,112.0,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,100m - 330ft - 10atm,10000.0,44.0,Mens,160.0,Garrett
FS5791,796483530553,C,44MM,Available,41.0,0,41.0,0.0,43,7.166666666666667,5.720930232558139,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,4.0,4.0,0.0,0.0,18.0,41.0,4.5,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Neutra chrono
FS5792,796483530485,B,44MM,Available,30.0,30,60.0,0.0,30,5.0,12.0,90.0,62.99999999999999,0.0,2021H1,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,3.0,0.0,0.0,0.0,3.0,30.0,0.75,125.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,180.0,Neutra chrono
FS5795,796483534360,C,42MM,Available,39.0,0,39.0,10.0,64,10.666666666666666,4.59375,95.0,66.5,665.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,6.0,14.0,6.0,1.0,32.0,39.0,8.0,133.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Blue,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,190.0,Everett chronograph
FS5796,796483534377,C,42MM,Available,45.0,0,45.0,0.0,47,7.833333333333333,5.74468085106383,95.0,66.5,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,10.0,3.0,2.0,19.0,45.0,4.75,133.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Deployment,Cream,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,190.0,Everett chronograph
FS5797,796483534384,C,42MM,Available,26.0,0,26.0,0.0,26,4.333333333333333,6.0,95.0,66.5,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,4.0,8.0,1.0,15.0,26.0,3.75,133.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,190.0,Everett chronograph
FS5798,796483534391,C,42MM,Available,11.0,0,11.0,10.0,34,5.666666666666667,3.705882352941176,85.0,59.49999999999999,594.9999999999999,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,6.0,11.0,2.0,22.0,11.0,5.5,118.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,170.0,Everett chronograph
FS5799,796483534407,C,42MM,Available,20.0,0,20.0,0.0,30,5.0,4.0,85.0,59.49999999999999,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,5.0,5.0,7.0,0.0,23.0,20.0,5.75,118.99999999999999,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,170.0,Everett chronograph
FS5821,796483530591,B,42MM,Available,28.0,10,38.0,0.0,45,7.5,5.066666666666666,80.0,56.0,0.0,2021H1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,7.0,8.0,3.0,1.0,25.0,28.0,6.25,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Clasp,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,160.0,Everett 3h
FS5822,796483530607,C,42MM,Available,28.0,0,28.0,0.0,39,6.5,4.3076923076923075,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,8.0,6.0,5.0,0.0,32.0,28.0,8.0,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,No movement type reported,50m - 160ft - 5atm,10000.0,42.0,Mens,160.0,Everett
FS5823,796483530621,C,42MM,Available,41.0,0,41.0,0.0,65,10.833333333333334,3.7846153846153845,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,75.0,17.0,7.0,6.0,3.0,1.0,33.0,41.0,8.25,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,160.0,Everett
FS5824,796483530614,C,42MM,Available,14.0,0,14.0,0.0,16,2.6666666666666665,5.25,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,4.0,1.0,3.0,10.0,14.0,2.5,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,160.0,Everett
FS5830,796483533691,C,42MM,Available,28.0,0,28.0,0.0,40,6.666666666666667,4.2,95.0,66.5,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,1.0,9.0,3.0,3.0,16.0,28.0,4.0,133.0,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Deployment,Grey,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,190.0,Everett chronograph
FS5832,796483536838,C,44MM,Available,20.0,10,30.0,0.0,20,3.3333333333333335,9.0,70.0,49.0,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,5.0,0.0,0.0,16.0,20.0,4.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,Pilot chrono
FS5833,796483536807,C,44MM,Available,16.0,0,16.0,10.0,29,4.833333333333333,5.379310344827586,70.0,49.0,490.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,6.0,3.0,4.0,20.0,16.0,5.0,98.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,Pilot chrono
FS5835,796483534322,C,42MM,Available,42.0,0,42.0,0.0,32,5.333333333333333,7.875,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,6.0,1.0,2.0,0.0,14.0,42.0,3.5,125.99999999999999,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,180.0,Fb - 01 chrono
FS5836,796483534339,B,42MM,Available,61.0,0,61.0,0.0,65,10.833333333333334,5.63076923076923,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,3.0,13.0,12.0,4.0,30.0,61.0,7.5,125.99999999999999,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,180.0,Fb - 01 chrono
FS5837,796483534346,C,42MM,Available,40.0,0,40.0,0.0,34,5.666666666666667,7.0588235294117645,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,58.0,6.0,0.0,1.0,4.0,1.0,11.0,40.0,2.75,125.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Black,Quartz,100m - 330ft - 10atm,100.0,42.0,Mens,180.0,Fb - 01 chrono
FS5838,796483536555,C,44MM,Available,62.0,0,62.0,0.0,16,2.6666666666666665,23.25,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,1.0,0.0,11.0,62.0,2.75,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Green,Mechanical,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,The minimalist solar
FS5839,796483536562,B,44MM,Available,57.0,0,57.0,0.0,25,4.166666666666667,13.68,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,4.0,0.0,0.0,0.0,12.0,57.0,3.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Mechanical,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,The minimalist solar
FS5840,796483536579,C,44MM,Available,33.0,0,33.0,0.0,37,6.166666666666667,5.351351351351351,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,2.0,3.0,0.0,4.0,7.0,33.0,1.75,98.0,Gold,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Mechanical,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,The minimalist solar
FS5841,796483536586,C,44MM,Delivery within 6 weeks,81.0,0,81.0,0.0,14,2.3333333333333335,34.714285714285715,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,5.0,5.0,81.0,1.25,98.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Mechanical,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,The minimalist solar
